PUBUKPRN,KISCOURSEID,KISMODE
10007165,U09FFHIS,1
10007165,U09FFINA,1
10007165,U09FFINR,1
10007165,U09FFLAW,1
10007165,U09FFLEL,1
10007165,U09FFLLG,1
10007165,U09FFLLG,1
10007165,U09FFMUS,1
10007165,U09FFPAP,1
10007165,U09FFPOT,1
10007165,U09FFPSY,1
10007165,U09FFSOY,1
10007165,U09FFSTR,1
10007165,U09FUAIB,1
10007165,U09FUANE,1
10007165,U09FUANL,1
10007165,U09FUANQ,1
10007165,U09FUANQ,1
10007165,U09FUARC,1
10007165,U09FUBMK,1
10007165,U09FUBSM,1
10007165,U09FUBTP,1
10007165,U09FUCAE,1
10007165,U09FUCAL,1
10007165,U09FUCAQ,1
10007165,U09FUCAQ,1
10007165,U09FUCGD,1
10007165,U09FUCIB,1
10007165,U09FUCSR,1
10007165,U09FUCYF,1
10007165,U09FUDAT,1
10007165,U09FUDIR,1
10007165,U09FUDMA,1
10007165,U09FUDME,1
10007165,U09FUEHS,1
10007165,U09FUENF,1
10007165,U09FUENS,1
10007165,U09FUFNL,1
10007165,U09FUFNQ,1
10007165,U09FUFTR,1
10007165,U09FUGCA,1
10007165,U09FUGCC,1
10007165,U09FUGCS,1
10007165,U09FUHPO,1
10007165,U09FUIAA,1
10007165,U09FUIAC,1
10007165,U09FUIAF,1
10007165,U09FUIAS,1
10007165,U09FUIMK,1
10007165,U09FUINA,1
10007165,U09FUINR,1
10007165,U09FULAW,1
10007165,U09FULCW,1
10007165,U09FULEL,1
10007165,U09FULIT,1
10007165,U09FULLG,1
10007165,U09FULLG,1
10007165,U09FULNG,1
10007165,U09FULWE,1
10007165,U09FULWF,1
10007165,U09FUMGN,1
10007165,U09FUMHS,1
10007165,U09FUPCH,1
10007165,U09FUPOL,1
10007165,U09FUPPE,1
10007165,U09FUPPH,1
10007165,U09FUPSY,1
10007165,U09FUQNS,1
10007165,U09FUQNS,1
10007165,U09FUSIB,1
10007165,U09FUSNL,1
10007165,U09FUSOC,1
10007165,U09FUSTR,1
10007165,U09FUTOP,1
10007167,UUBACTSIND4~UBACTSIND4,1
10007167,UUBARCSARH3~UBARCSARH3,1
10007167,UUBARCSART3~UBARCSART3,1
10007167,UUBARISARI3~UBARISARI3,1
10007167,UUBARISIND4~UBARISIND4,1
10007167,UUBASTSABD4~UBASTSABD4,1
10007167,UUBASTSAST3~UBASTSAST3,1
10007167,UUBASTSIND4~UBASTSIND4,1
10007167,UUBBSCSBSC3~UBBSCSBSC3,1
10007167,UUBBSCSBSC3~UBBSCSBSC3,1
10007167,UUBBTESBTE3~UBBTESBTE3,1
10007167,UUBCOMAMAT3~UBCOMAMAT3,1
10007167,UUBCOMAMAT4~UBCOMAMAT4,1
10007167,UUBCOMSCOM3~UBCOMSCOM3,1
10007167,UUBCOMSIND4~UBCOMSIND4,1
10007167,UUBCRISCRI3~UBCRISCRI3,1
10007167,UUBCYSSARI3~UBCYSSARI3,1
10007167,UUBCYSSIND4~UBCYSSIND4,1
10007167,UUBECLSECL3~UBECLSECL3,1
10007167,UUBECOAMAT3~UBECOAMAT3,1
10007167,UUBECOAPHI3~UBECOAPHI3,1
10007167,UUBECOAPOL3~UBECOAPOL3,1
10007167,UUBECOSECN3~UBECOSECN3,1
10007167,UUBECOSEMF3~UBECOSEMF3,1
10007167,UUBECOSFIN3~UBECOSFIN3,1
10007167,UUBENGAHOA3~UBENGAHOA3,1
10007167,UUBENGALIN3~UBENGALIN3,1
10007167,UUBENGAPHI3~UBENGAPHI3,1
10007167,UUBENGAPOL3~UBENGAPOL3,1
10007167,UUBGENSGEN3~UBGENSGEN3,1
10007167,UUBHEASNAD3~UBHEASNAD3,1
10007167,UUBHEASNCD3~UBHEASNCD3,1
10007167,UUBHISAECO3~UBHISAECO3,1
10007167,UUBHISAHOA3~UBHISAHOA3,1
10007167,UUBHISAPHI3~UBHISAPHI3,1
10007167,UUBHISSHIS3~UBHISSHIS3,1
10007167,UUBHOLWABD4~UBHOLWABD4,1
10007167,UUBLACSFGA4~UBLACSFGA4,1
10007167,UUBLACSFIA4~UBLACSFIA4,1
10007167,UUBLACSFSA4~UBLACSFSA4,1
10007167,UUBLACSGIA4~UBLACSGIA4,1
10007167,UUBLACSGSA4~UBLACSGSA4,1
10007167,UUBLACSISA4~UBLACSISA4,1
10007167,UUBLAWSCIM3~UBLAWSCIM3,1
10007167,UUBLAWSLAW3~UBLAWSLAW3,1
10007167,UUBLAWSSEN2~UBLAWSSEN2,1
10007167,UUBLCFSLIA4~UBLCFSLIA4,1
10007167,UUBLCGSLIA4~UBLCGSLIA4,1
10007167,UUBLCISLIA4~UBLCISLIA4,1
10007167,UUBLFHAABD4~UBLFHAABD4,1
10007167,UUBLGHAABD4~UBLGHAABD4,1
10007167,UUBLIHAABD4~UBLIHAABD4,1
10007167,UUBLLCALLC3~UBLLCALLC3,1
10007167,UUBLLCSFRE3~UBLLCSFRE3,1
10007167,UUBLLCSGER3~UBLLCSGER3,1
10007167,UUBLLCSITA3~UBLLCSITA3,1
10007167,UUBLSHAABD4~UBLSHAABD4,1
10007167,UUBMAMSIND4~UBMAMSIND4,1
10007167,UUBMANSACT3~UBMANSACT3,1
10007167,UUBMANSAFM3~UBMANSAFM3,1
10007167,UUBMANSMKT3~UBMANSMKT3,1
10007167,UUBMAPAABD4~UBMAPAABD4,1
10007167,UUBMATAFIN3~UBMATAFIN3,1
10007167,UUBMATAPHI3~UBMATAPHI3,1
10007167,UUBMATAPHY3~UBMATAPHY3,1
10007167,UUBMATASTA3~UBMATASTA3,1
10007167,UUBMATSABD4~UBMATSABD4,1
10007167,UUBMATSMAN3~UBMATSMAN3,1
10007167,UUBMATSMAT3~UBMATSMAT3,1
10007167,UUBMCBSMCB3~UBMCBSMCB3,1
10007167,UUBMGTSBMG3~UBMGTSBMG3,1
10007167,UUBMGTSBMI4~UBMGTSBMI4,1
10007167,UUBMGTSBMI4~UBMGTSBMI4,1
10007167,UUBMUSSMUS3~UBMUSSMUS3,1
10007167,UUBPHAWABD4~UBPHAWABD4,1
10007167,UUBPHIALIN3~UBPHIALIN3,1
10007167,UUBPHISPHI3~UBPHISPHI3,1
10007167,UUBPHIWSOC3~UBPHIWSOC3,1
10007167,UUBPHYSABD4~UBPHYSABD4,1
10007167,UUBPHYSFOU4~UBPHYSFOU4,1
10007167,UUBPHYSIND4~UBPHYSIND4,1
10007167,UUBPHYSPHY3~UBPHYSPHY3,1
10007167,UUBPHYWPHI3~UBPHYWPHI3,1
10007167,UUBPLFWABD4~UBPLFWABD4,1
10007167,UUBPLGWABD4~UBPLGWABD4,1
10007167,UUBPLIWABD4~UBPLIWABD4,1
10007167,UUBPLSWABD4~UBPLSWABD4,1
10007167,UUBPOLSGLD3~UBPOLSGLD3,1
10007167,UUBPOLSINT3~UBPOLSINT3,1
10007167,UUBPOLSITR3~UBPOLSITR3,1
10007167,UUBPOLSPOL3~UBPOLSPOL3,1
10007167,UUBPPETPPE3~UBPPETPPE3,1
10007167,UUBPSYSPSY3~UBPSYSPSY3,1
10007167,UUBSOCSCRI3~UBSOCSCRI3,1
10007167,UUBSOCSEDN3~UBSOCSEDN3,1
10007167,UUBTFTSIMD3~UBTFTSIMD3,1
10007167,UUBTPYSABD4~UBTPYSABD4,1
10007167,UUBTPYSIND4~UBTPYSIND4,1
10007167,UUBTPYSTPY3~UBTPYSTPY3,1
10007167,UUMASASABD5~UMASASABD5,1
10007167,UUMASTSIND5~UMASTSIND5,1
10007167,UUMBSCSBSC4~UMBSCSBSC4,1
10007167,UUMBTESBTE4~UMBTESBTE4,1
10007167,UUMCCSSCSS4~UMCCSSCSS4,1
10007167,UUMCCSSIND5~UMCCSSIND5,1
10007167,UUMCOMSAII5~UMCOMSAII5,1
10007167,UUMCOMSAIN4~UMCOMSAIN4,1
10007167,UUMCSSSCSS4~UMCSSSCSS4,1
10007167,UUMCSSSCSS5~UMCSSSCSS5,1
10007167,UUMECLSECL4~UMECLSECL4,1
10007167,UUMGENSGEN4~UMGENSGEN4,1
10007167,UUMHEASNAD4~UMHEASNAD4,1
10007167,UUMHEASNCD4~UMHEASNCD4,1
10007167,UUMMATACOM4~UMMATACOM4,1
10007167,UUMMATACOM5~UMMATACOM5,1
10007167,UUMMATAPHY4~UMMATAPHY4,1
10007167,UUMMATSABD5~UMMATSABD5,1
10007167,UUMMATSMAT4~UMMATSMAT4,1
10007167,UUMMCBSMCB4~UMMCBSMCB4,1
10007167,UUMPHASABD5~UMPHASABD5,1
10007167,UUMPHYSIND5~UMPHYSIND5,1
10007167,UUMPHYWPHI4~UMPHYWPHI4,1
10007167,UUMPSYSPSS4~UMPSYSPSS4,1
10007167,UUMTPASABD5~UMTPASABD5,1
10007167,UUMTPYSIND5~UMTPYSIND5,1
10007167,UUMTPYSTPY4~UMTPYSTPY4,1
10007713,U1BABSDLS,1
10007713,U1BACOMHF,1
10007713,U1BACYPSF,1
10007713,U1BACYPSS,1
10007713,U1BAECECF,1
10007713,U1BAECECS,1
10007713,U1BAELLIF,1
10007713,U1BAELLIS,1
10007713,U1BAENLLF,1
10007713,U1BAJATLS,1
10007713,U1BQLPREF,1
10007713,U1BQUPREF,1
10007713,U1BSNURAS,1
10007713,U1BSNURMS,1
10007713,U1BSOTTHS,1
10007713,U1BSPSCOF,1
10007759,LHSC112AU,1
10007759,LHSC800U,1
10007759,LHSCL83JU,1
10007760,UBAAHLNG_C,2
10007760,UBAANHAR_C,2
10007760,UBAANHAR_C,2
10007760,UBAARCHY_C,2
10007760,UBACLSCS_C,2
10007760,UBACLSDS_C,2
10007760,UBAGLPIR_C,2
10007760,UBAGLPNG_C,2
10007760,UBAHEPRP_C,2
10007760,UBAHESCA_C,2
10007760,UBAHIACR_C,2
10007760,UBAHIART_C,2
10007760,UBAHILNG_C,2
10007760,UBAHISTO_C,2
10007760,UBALNPOL_C,2
10007760,UBAPLPHY_C,2
10007760,UBAPOLTC_C,2
10007760,UBAPOPHI_C,2
10007760,UBAPOPHI_C,2
10007760,UBFAHLNG_C,2
10007760,UBFANHAR_C,2
10007760,UBFANHAR_C,2
10007760,UBFARCHY_C,2
10007760,UBFCLSDS_C,2
10007760,UBFGLPIR_C,2
10007760,UBFGLPNG_C,2
10007760,UBFHEPRP_C,2
10007760,UBFHESCA_C,2
10007760,UBFHESCM_C,2
10007760,UBFHESOC_C,2
10007760,UBFHESPP_C,2
10007760,UBFHIACR_C,2
10007760,UBFHIART_C,2
10007760,UBFHILNG_C,2
10007760,UBFHISTO_C,2
10007760,UBFLNPOL_C,2
10007760,UBFPLPHY_C,2
10007760,UBFPOLTC_C,2
10007760,UBLLAWCL_C,2
10007760,UBLLAWHR_C,2
10007760,UBLLAWLL_C,2
10007760,UBLLAWLP_C,2
10007760,UBLLWBUS_C,2
10007760,UBLLWLNG_C,2
10007760,UBSHESCM_C,2
10007760,UBSHESOC_C,2
10007760,UBSHESPP_C,2
10007760,UUBACWEN_C,1
10007760,UUBAENGL_C,1
10007760,UUBAENLG_C,1
10007760,UUBAENLN_C,1
10007760,UUBALICU_C,1
10007760,UUBALNGN_C,1
10007760,UUBALNGX_C,1
10007760,UUBALNLN_C,1
10007760,UUBALNLX_C,1
10007760,UUBAPSPP_C,1
10007760,UUBASCGY_C,1
10007760,UUBASOCR_C,1
10007760,UUBASOPL_C,1
10007760,UUBATHEN_C,1
10007760,UUBBCULM_C,1
10007760,UUBFACAF_C,1
10007760,UUBFACCG_C,1
10007760,UUBFCULM_C,1
10007760,UUBFCWEN_C,1
10007760,UUBFECSP_C,1
10007760,UUBFENGL_C,1
10007760,UUBFENLG_C,1
10007760,UUBFENLN_C,1
10007760,UUBFFIAC_C,1
10007760,UUBFFINC_C,1
10007760,UUBFLAWL_C,1
10007760,UUBFLICU_C,1
10007760,UUBFLNGN_C,1
10007760,UUBFLNLN_C,1
10007760,UUBFLWBS_C,1
10007760,UUBFLWLG_C,1
10007760,UUBFPSPP_C,1
10007760,UUBFPSYC_C,1
10007760,UUBFSCGY_C,1
10007760,UUBFSOCR_C,1
10007760,UUBFSOPL_C,1
10007760,UUBFTHEN_C,1
10007760,UUBLLAWL_C,1
10007760,UUBLLWBS_C,1
10007760,UUBLLWCL_C,1
10007760,UUBLLWHR_C,1
10007760,UUBLLWLG_C,1
10007760,UUBLLWLP_C,1
10007760,UUBSACAF_C,1
10007760,UUBSACCG_C,1
10007760,UUBSBUPS_C,1
10007760,UUBSCRIM_C,1
10007760,UUBSECSP_C,1
10007760,UUBSFIAC_C,1
10007760,UUBSFINC_C,1
10007760,UUBSGIND_C,1
10007760,UUBSPSYC_C,1
10007762,11ADTECH,1
10007762,11COMPTN,1
10007762,11CSTMGT,1
10007762,11DSFORS,1
10007762,11FDBIOS,1
10007762,11GAMDEV,1
10007762,12IFBRND,1
10007762,12SOCWRK,1
10007762,13BSVENG,1
10007762,14SOFDEV,1
10007768,534,1
10007768,602,1
10007768,607,1
10007768,650,1
10007768,652,1
10007768,654,1
10007768,659,1
10007768,665,1
10007768,666,1
10007768,684,1
10007768,686,1
10007768,719,1
10007768,723,1
10007768,725,1
10007768,813,1
10007768,818,1
10007768,819,1
10007768,848,1
10007768,891,1
10007768,907,1
10007768,960,1
10007768,976,1
10007768,979,1
10007768,981,1
10007768,994,1
10007768,1029,1
10007768,1031,1
10007768,1040,1
10007768,1042,1
10007768,1047,1
10007768,1052,1
10007768,1090,1
10007768,1131,1
10007768,1140,1
10007768,1145,1
10007768,1178,1
10007768,1212,1
10007768,1214,1
10007768,1217,1
10007768,1219,1
10007768,4885,1
10007768,5032,1
10007768,5033,1
10007768,5217,1
10007768,5255,1
10007768,5376,1
10007768,5377,1
10007768,5380,1
10007768,5381,1
10007768,5458,1
10007768,5920,1
10007768,5972,1
10007768,6130,1
10007768,6275,1
10007768,6282,1
10007768,7210,1
10007768,7386,1
10007768,7464,1
10007768,7962,1
10007768,9454,1
10007768,9617,1
10007768,9691,1
10007768,9890,1
10007768,10250,1
10007768,10251,1
10007768,10671,1
10007768,10779,1
10007768,15010,1
10007768,15011,1
10007768,16429,1
10007768,16616,1
10007768,16645,1
10007768,16653,1
10007768,16663,1
10007768,16704,1
10007768,16869,1
10007768,16942,1
10007768,16944,1
10007768,16959,1
10007768,16960,1
10007768,16964,1
10007768,16965,1
10007768,17722,1
10007768,17970,1
10007768,18154,1
10007768,18155,1
10007768,18308,1
10007768,18493,1
10007768,18554,1
10007768,18660,1
10007768,18661,1
10007768,18662,1
10007768,18666,1
10007768,18703,1
10007768,19211,1
10007768,19601,1
10007768,19714,1
10007768,19744,1
10007768,19749,1
10007768,19750,1
10007768,19984,1
10007768,19992,1
10007768,19997,1
10007768,20032,1
10007768,20033,1
10007768,20034,1
10007768,20037,1
10007768,20040,1
10007768,20043,1
10007768,20044,1
10007768,20045,1
10007768,20046,1
10007768,20125,1
10007768,20175,1
10007768,20284,1
10007768,20288,1
10007768,20304,1
10007768,20393,1
10007768,20529,1
10007768,20546,1
10007768,20547,1
10007768,20548,1
10007768,20549,1
10007768,20551,1
10007768,20552,1
10007768,20553,1
10007768,20554,1
10007768,20573,1
10007768,20574,1
10007768,20591,1
10007768,20592,1
10007768,20600,1
10007768,20678,1
10007768,20695,1
10007768,20708,1
10007768,20746,1
10007768,20821,1
10007768,20823,1
10007768,20900,1
10007768,20948,1
10007768,20955,1
10007768,20957,1
10007768,20958,1
10007768,20959,1
10007768,20960,1
10007768,21257,1
10007768,21329,1
10007768,21332,1
10007768,21334,1
10007768,21734,1
10007768,21735,1
10007768,21736,1
10007768,21771,1
10007768,21782,1
10007768,21783,1
10007768,21784,1
10007768,22101,1
10007768,22290,1
10007768,22297,1
10007768,22299,1
10007768,22300,1
10007768,22315,1
10007768,22317,1
10007768,22322,1
10007768,22334,1
10007768,22339,1
10007768,22344,1
10007768,22345,1
10007768,22346,1
10007768,22347,1
10007768,22348,1
10007768,22349,1
10007768,22350,1
10007768,22390,1
10007768,22409,1
10007768,22419,1
10007768,22420,1
10007768,22422,1
10007768,22423,1
10007768,22696,1
10007768,22698,1
10007768,22699,1
10007768,22700,1
10007768,23344,1
10007768,23414,1
10007768,23415,1
10007768,23416,1
10007768,23417,1
10007768,23418,1
10007768,23419,1
10007768,23420,1
10007768,23421,1
10007768,23422,1
10007768,23518,1
10007768,23647,1
10007768,23753,1
10007775,UBMF-QMMEDI1-USMED,1
10007776,L0V0,1
10007776,L100,1
10007776,L110,1
10007776,L202,1
10007776,M900,1
10007776,M901,1
10007776,MC98,1
10007776,ML61,1
10007776,N191,1
10007776,N199,1
10007776,N600,1
10007776,NC60,1
10007776,P300,1
10007779,UBVETMD,1
10007779,UBVETMI,1
10007779,UBVETNR,1
10007779,UBVETVP,1
10007779,UBVETVS,1
10007779,UBVSCWA,1
10007779,UMSCABV,1
10007779,UMSCAVP,1
10007779,UMSCBVP,1
10007779,UMSCBVR,1
10007780,K1_ACCOUNTING-FINANCE,1
10007780,K1_ARABIC,1
10007780,K1_ARABICxH_ART-ARCH_YA,1
10007780,K1_ARABICxLINGUISTICS_YA,1
10007780,K1_ARABICxWORLD_PHIL_YA,1
10007780,K1_CHIN_MODERN-CLASS,1
10007780,K1_CHINESExH_ART-ARCH_YA,1
10007780,K1_CHINESExLINGUISTICS_YA,1
10007780,K1_CHINESExWORLD_PHIL_YA,1
10007780,K1_DEV_STDSxAF_DIASPORA,1
10007780,K1_DEV_STDSxAF_DIASPORA_YA,1
10007780,K1_DEV_STDSxARABIC_YA,1
10007780,K1_DEV_STDSxCHINESE_YA,1
10007780,K1_DEV_STDSxLINGUISTICS,1
10007780,K1_DEV_STDSxWORLD_PHIL,1
10007780,K1_EAST_ASIAN_ST,1
10007780,K1_EAST_ASIAN_STxDEV_STDS,1
10007780,K1_EAST_ASIAN_STxECONOMICS,1
10007780,K1_EAST_ASIAN_STxH_ART,1
10007780,K1_EAST_ASIAN_STxHISTORY,1
10007780,K1_EAST_ASIAN_STxINTER_REL,1
10007780,K1_EAST_ASIAN_STxLAW,1
10007780,K1_EAST_ASIAN_STxLINGUISTICS,1
10007780,K1_EAST_ASIAN_STxMUSIC,1
10007780,K1_EAST_ASIAN_STxPOLITICS,1
10007780,K1_EAST_ASIAN_STxSOCIAL_ANTH,1
10007780,K1_EAST_ASIAN_STxWORLD_PHIL,1
10007780,K1_ECONOMICSxAF_DIASPORA,1
10007780,K1_ECONOMICSxAF_DIASPORA_YA,1
10007780,K1_ECONOMICSxARABIC_YA,1
10007780,K1_ECONOMICSxCHINESE_YA,1
10007780,K1_ECONOMICSxDEVELOP_STDS,1
10007780,K1_H_ART-ARCHxJAPANESE_YA,1
10007780,K1_H_ART-ARCHxKOREAN_YA,1
10007780,K1_H_ART-ARCHxWORLD_PHIL,1
10007780,K1_H_ARTxAF_DIASPORA,1
10007780,K1_H_ARTxAF_DIASPORA_YA,1
10007780,K1_H_ARTxGDEV,1
10007780,K1_H_ARTxINTER_REL,1
10007780,K1_H_ARTxPOLITICS,1
10007780,K1_HISTORY,1
10007780,K1_HISTORYxAF_DIASPORA,1
10007780,K1_HISTORYxAF_DIASPORA_YA,1
10007780,K1_HISTORYxARABIC_YA,1
10007780,K1_HISTORYxCHINESE_YA,1
10007780,K1_HISTORYxDEV_STDS,1
10007780,K1_HISTORYxECONOMICS,1
10007780,K1_HISTORYxH_ART-ARCH,1
10007780,K1_HISTORYxLINGUISTICS,1
10007780,K1_HISTORYxWORLD_PHIL,1
10007780,K1_INTER_RELxAF_DIASPORA,1
10007780,K1_INTER_RELxAF_DIASPORA_YA,1
10007780,K1_INTER_RELxARABIC_YA,1
10007780,K1_INTER_RELxCHINESE_YA,1
10007780,K1_INTER_RELxECON,1
10007780,K1_INTER_RELxHISTORY,1
10007780,K1_INTER_RELxJAPANESE_YA,1
10007780,K1_INTER_RELxKOREAN_YA,1
10007780,K1_INTER_RELxLAW,1
10007780,K1_INTER_RELxMUSIC,1
10007780,K1_INTER_RELxSOCIAL_ANTH,1
10007780,K1_INTER_RELxWORLD_PHIL,1
10007780,K1_INTERNATIONAL_REL,1
10007780,K1_JAPANESExDEV_STDS,1
10007780,K1_JAPANESExECONOMICS_YA,1
10007780,K1_JAPANESExHISTORY_YA,1
10007780,K1_JAPANESExLINGUISTICS_YA,1
10007780,K1_JAPANESExWORLD_PHIL_YA,1
10007780,K1_KOREANxDEV_STDS_YA,1
10007780,K1_KOREANxECONOMICS_YA,1
10007780,K1_KOREANxHISTORY_YA,1
10007780,K1_KOREANxLINGUISTICS_YA,1
10007780,K1_KOREANxWORLD_PHIL_YA,1
10007780,K1_LANGCULTxAF_DIASPORA,1
10007780,K1_LANGCULTxAF_DIASPORA_YA,1
10007780,K1_LANGCULTxARABIC_YA,1
10007780,K1_LANGCULTxDEV_STDS,1
10007780,K1_LANGCULTxDEV_STDS_YA,1
10007780,K1_LANGCULTxHISTORY,1
10007780,K1_LANGCULTxHISTORY_YA,1
10007780,K1_LANGCULTxINTER_REL,1
10007780,K1_LANGCULTxINTER_REL_YA,1
10007780,K1_LANGCULTxLAW,1
10007780,K1_LANGCULTxLAW_YA,1
10007780,K1_LANGCULTxLINGUISTICS,1
10007780,K1_LANGCULTxLINGUISTICS_YA,1
10007780,K1_LANGCULTxPOLITICS,1
10007780,K1_LANGCULTxPOLITICS_YA,1
10007780,K1_LANGCULTxWORLD_PHIL,1
10007780,K1_LANGCULTxWORLD_PHIL_YA,1
10007780,K1_LAW,1
10007780,K1_LAW_SENIOR,1
10007780,K1_LAW_YA,1
10007780,K1_LAWxAF_DIASPORA,1
10007780,K1_LAWxAF_DIASPORA_YA,1
10007780,K1_LAWxARABIC_YA,1
10007780,K1_LAWxCHINESE_YA,1
10007780,K1_LAWxDEV_STDS,1
10007780,K1_LAWxECONOMICS,1
10007780,K1_LAWxHISTORY,1
10007780,K1_LAWxJAPANESE,1
10007780,K1_LAWxKOREAN_YA,1
10007780,K1_LINGUISTICSxPOLITICS,1
10007780,K1_LINGUISTICSxSOCIAL_ANTH,1
10007780,K1_MUSICxAF_DIASPORA,1
10007780,K1_MUSICxAF_DIASPORA_YA,1
10007780,K1_MUSICxARABIC_YA,1
10007780,K1_MUSICxCHINESE_YA,1
10007780,K1_MUSICxDEV_STDS,1
10007780,K1_MUSICxHISTORY,1
10007780,K1_MUSICxJAPANESE_YA,1
10007780,K1_MUSICxKOREAN_YA,1
10007780,K1_MUSICxWORLD_PHIL,1
10007780,K1_POLIT-DEV_STDS,1
10007780,K1_POLITICS,1
10007780,K1_POLITICSxAF_DIASPORA,1
10007780,K1_POLITICSxAF_DIASPORA_YA,1
10007780,K1_POLITICSxARABIC_YA,1
10007780,K1_POLITICSxCHINESE_YA,1
10007780,K1_POLITICSxECONOMICS,1
10007780,K1_POLITICSxHISTORY,1
10007780,K1_POLITICSxJAPANESE_YA,1
10007780,K1_POLITICSxKOREAN_YA,1
10007780,K1_POLITICSxLAW,1
10007780,K1_POLITICSxMUSIC,1
10007780,K1_POLITICSxWORLD_PHIL,1
10007780,K1_SOCIAL_ANTHxAF_DIASPORA,1
10007780,K1_SOCIAL_ANTHxAF_DIASPORA_YA,1
10007780,K1_SOCIAL_ANTHxARABIC_YA,1
10007780,K1_SOCIAL_ANTHxCHINESE_YA,1
10007780,K1_SOCIAL_ANTHxDEV_STDS,1
10007780,K1_SOCIAL_ANTHxHISTORY,1
10007780,K1_SOCIAL_ANTHxJAPANESE_YA,1
10007780,K1_SOCIAL_ANTHxKOREAN_YA,1
10007780,K1_SOCIAL_ANTHxLAW,1
10007780,K1_SOCIAL_ANTHxPOLITICS,1
10007780,K1_SOCIAL_ANTHxWORLD_PHIL,1
10007780,K1_WORLD_PHILOSOPHIES,1
10007780,K1_WORLD_PHILxAF_DIASPORA,1
10007780,K1_WORLD_PHILxAF_DIASPORA_YA,1
10007782,UTBBMS3,1
10007782,UTBHCS,1
10007782,UTBMED5,1
10007782,UTBPHY,1
10007782,UTBPMS3,1
10007782,UTMBMS4,1
10007784,UBAARCLHES22,1
10007784,UBAARLAANT18,1
10007784,UBAARLSABR18,1
10007784,UBAARLSEGY19,1
10007784,UBAARLSING18,1
10007784,UBAARLSPLA18,1
10007784,UBABULACZE18,1
10007784,UBABULADAN18,1
10007784,UBABULADUT18,1
10007784,UBABULAEES18,1
10007784,UBABULAFIN18,1
10007784,UBABULAFRE18,1
10007784,UBABULAGER18,1
10007784,UBABULAHEB18,1
10007784,UBABULAHUN18,1
10007784,UBABULAITA18,1
10007784,UBABULANOR18,1
10007784,UBABULAPOL18,1
10007784,UBABULAPOR18,1
10007784,UBABULAROM18,1
10007784,UBABULARUS18,1
10007784,UBABULASPA18,1
10007784,UBABULASRB18,1
10007784,UBABULASWE18,1
10007784,UBABULAUKR18,1
10007784,UBABULAYID18,1
10007784,UBACLTSING18,1
10007784,UBACREAHUM18,1
10007784,UBACZEADAN18,1
10007784,UBACZEADUT18,1
10007784,UBACZEAEES18,1
10007784,UBACZEAFIN18,1
10007784,UBACZEAFRE18,1
10007784,UBACZEAGER18,1
10007784,UBACZEAHEB18,1
10007784,UBACZEAHUN18,1
10007784,UBACZEAITA18,1
10007784,UBACZEANOR18,1
10007784,UBACZEAPOL18,1
10007784,UBACZEAPOR18,1
10007784,UBACZEAROM18,1
10007784,UBACZEARUS18,1
10007784,UBACZEASPA18,1
10007784,UBACZEASRB18,1
10007784,UBACZEASWE18,1
10007784,UBACZEAUKR18,1
10007784,UBACZEAYID18,1
10007784,UBADANAFIN18,1
10007784,UBADANAHEB18,1
10007784,UBADANAHUN18,1
10007784,UBADANAPOL18,1
10007784,UBADANAROM18,1
10007784,UBADANARUS18,1
10007784,UBADANASRB18,1
10007784,UBADANAUKR18,1
10007784,UBADANAYID18,1
10007784,UBADUTAFIN18,1
10007784,UBADUTAHAR18,1
10007784,UBADUTAHEB18,1
10007784,UBADUTAHUN18,1
10007784,UBADUTAPHI18,1
10007784,UBADUTAPOL18,1
10007784,UBADUTAROM18,1
10007784,UBADUTARUS18,1
10007784,UBADUTASRB18,1
10007784,UBADUTAUKR18,1
10007784,UBADUTAYID18,1
10007784,UBADUTWFLM18,1
10007784,UBAEBSWEEA18,1
10007784,UBAECHSEDU18,1
10007784,UBAEDUACUL18,1
10007784,UBAFINAFRE18,1
10007784,UBAFINAGER18,1
10007784,UBAFINAHEB18,1
10007784,UBAFINAHUN18,1
10007784,UBAFINAITA18,1
10007784,UBAFINANOR18,1
10007784,UBAFINAPOL18,1
10007784,UBAFINAPOR18,1
10007784,UBAFINAROM18,1
10007784,UBAFINARUS18,1
10007784,UBAFINASPA18,1
10007784,UBAFINASRB18,1
10007784,UBAFINASWE18,1
10007784,UBAFINAUKR18,1
10007784,UBAFINAYID18,1
10007784,UBAFINSING05,1
10007784,UBAFREAAAL18,1
10007784,UBAFREAHAR18,1
10007784,UBAFREAHEB18,1
10007784,UBAFREAHUN18,1
10007784,UBAFREAPHI18,1
10007784,UBAFREAPOL18,1
10007784,UBAFREAROM18,1
10007784,UBAFREARUS18,1
10007784,UBAFREASRB18,1
10007784,UBAFREAUKR18,1
10007784,UBAFREAYID18,1
10007784,UBAFREWFLM18,1
10007784,UBAFSHAEES18,1
10007784,UBAGERAHAR18,1
10007784,UBAGERAHEB18,1
10007784,UBAGERAHIS18,1
10007784,UBAGERAHUN18,1
10007784,UBAGERAJEW18,1
10007784,UBAGERAPHI18,1
10007784,UBAGERAPOL18,1
10007784,UBAGERAROM18,1
10007784,UBAGERARUS18,1
10007784,UBAGERASRB18,1
10007784,UBAGERAUKR18,1
10007784,UBAGERAYID18,1
10007784,UBAGERWFLM18,1
10007784,UBAHARSING18,1
10007784,UBAHEBAHUN18,1
10007784,UBAHEBAITA18,1
10007784,UBAHEBAJEW18,1
